name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed
,,,,,,xuanyi zheng,Xuanyi Zheng,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,xudong zhang,Xudong Zhang,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,xueqin liu,Xueqin Liu,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed
,,,,,,y farizon,Y Farizon,Replacing hexane with 2-methyloxolane for defatting soybean meal fed to dairy cows: Effects on ruminal and milk fatty acid profiles and health indicators.,2025.0,PubMed
,,,,,,ya zhang,Ya Zhang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,yan huang,Yan Huang,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,yan luo,Yan Luo,Case Report: Nursing strategies for colon cancer surgery in third-trimester pregnancy.,2025.0,PubMed
,,,,,,yang zeng,Yang Zeng,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,yanick j crow,Yanick J Crow,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,yanis berkane,Yanis Berkane,Establishing a Swine Model to Study Whole Eye Transplant Dynamic Preservation and Transplantation.,2025.0,PubMed
,,,,,,yanling shen,Yanling Shen,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,yanmei huang,Yanmei Huang,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed
,,,,,,yaohui gloria xu,Yaohui Gloria Xu,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,yaowu he,Yaowu He,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed
,,,,,,yaqun liu,Yaqun Liu,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,yasmin hasan,Yasmin Hasan,A single session online training reduces intolerance of uncertainty and improves mental health in emerging adults.,2025.0,PubMed
,,,,,,yating fan,Yating Fan,Intratumoral microbiome: a crucial regulating factor in development and progression of colorectal cancer.,2025.0,PubMed
,,,,,,ye chen,Ye Chen,Intratumoral microbiome: a crucial regulating factor in development and progression of colorectal cancer.,2025.0,PubMed
,,,,,,yejin son,Yejin Son,Geno-pheno characterization of crop rhizospheres: an integrated Raman spectroscopy and microbiome approach in conventional and organic agriculture.,2025.0,PubMed
,,,,,,yi liu,Yi Liu,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed
,,,,,,yi zhou,Yi Zhou,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,yi-hsun yu,Yi-Hsun Yu,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed
,,,,,,yi-ling li,Yi-Ling Li,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed
,,,,,,yicun chen,Yicun Chen,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,yifang chen,Yifang Chen,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,yifeng geng,Yifeng Geng,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,ying liu,Ying Liu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,ying liu,Ying Liu,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed
,,,,,,ying wang,Ying Wang,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,ying-chao chou,Ying-Chao Chou,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed
,,,,,,yingpei zhang,Yingpei Zhang,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,yinhua kong,Yinhua Kong,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,yohei kanamori,Yohei Kanamori,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed
,,,,,,yomna f hassan,Yomna F Hassan,Ketogenic diet attenuates high fat diet induced obesity in rats: insights into hepatic and intestinal tissues.,2025.0,PubMed
,,,,,,yongchao zhao,Yongchao Zhao,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,yongping chen,Yongping Chen,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,yu tan,Yu Tan,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,yu tian,Yu Tian,Multi-Omics and Integrative Analytics in Natural Products Discovery.,2025.0,PubMed
,,,,,,yuan wu,Yuan Wu,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed
,,,,,,yuanyuan fang,Yuanyuan Fang,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,yudai ohta,Yudai Ohta,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed
,,,,,,yue fan,Yue Fan,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,yue-ming jiang,Yue-Ming Jiang,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed
,,,,,,yue-qing zhang,Yue-Qing Zhang,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed
,,,,,,yujie wang,Yujie Wang,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed
,,,,,,yunfei xia,Yunfei Xia,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,yunfeng chen,Yunfeng Chen,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed
,,,,,,yung-heng hsu,Yung-Heng Hsu,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed
,,,,,,yuquan chu,Yuquan Chu,STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction.,2025.0,PubMed
,,,,,,yuri i wolf,Yuri I Wolf,Spatial-temporal genome analysis and its application for the prediction of functional systems in bacteria and archaea.,2025.0,PubMed
,,,,,,yusuke todo,Yusuke Todo,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed
,,,,,,yuting shao,Yuting Shao,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,yuzhong zheng,Yuzhong Zheng,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,yves hatchuel,Yves Hatchuel,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,zahra alipour,Zahra Alipour,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed
,,,,,,zahra basirkazerouni,Zahra Basirkazerouni,Genome-wide identification of genes involved in beetle odoriferous defensive stink gland function recognizes Laccase2 as the phenoloxidase responsible for toxic para-benzoquinone synthesis.,2025.0,PubMed
,,,,,,zailin fu,Zailin Fu,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,ze-hui chen,Ze-Hui Chen,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed
,,,,,,ze-jun xu,Ze-Jun Xu,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed
,,,,,,zeinab nikniaz,Zeinab Nikniaz,Comparative incidence of peripheral neuropathy associated with taxane chemotherapy in patients with breast cancer: A network meta-analysis.,2025.0,PubMed
,,,,,,zhanyang xia,Zhanyang Xia,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed
,,,,,,zhaozheng hou,Zhaozheng Hou,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,zhen ge,Zhen Ge,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,zhenzhou jiang,Zhenzhou Jiang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,zheyun he,Zheyun He,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed
,,,,,,zhi-xin huang,Zhi-Xin Huang,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed
,,,,,,zhijun dong,Zhijun Dong,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,zhiwen yang,Zhiwen Yang,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed
,,,,,,zijian wang,Zijian Wang,Geno-pheno characterization of crop rhizospheres: an integrated Raman spectroscopy and microbiome approach in conventional and organic agriculture.,2025.0,PubMed
,,,,,,zilu huang,Zilu Huang,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,zong-xu gao,Zong-Xu Gao,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed
